"key","status","en_was","en","translation"
"data.secretGems.louvaras-before-omodos.title","new","","Louvaras before Omodos","Louvaras înainte de Omodos"
"data.secretGems.mackenzie-calm-mornings.body","new","","Weekday mornings before 10am—calm bay, clear patches for snorkel or SUP. The kite schools arrive when the wind builds. Finikoudes pier first if you want a longer walk; Mackenzie for the paddle. Zenobia boats leave from the marina, not here.","Dimineți de peste săptămână, înainte de zece — golf calm, porțiuni limpezi pentru snorkeling sau SUP. Școlile de kite apar când crește vântul. Întâi digul Finikoudes, dacă vrei o plimbare mai lungă; Mackenzie pentru vâslit. Bărcile spre epava Zenobia pleacă din marina, nu de aici."
"data.secretGems.mackenzie-calm-mornings.title","new","","Mackenzie: before the wind","Mackenzie: înainte de vânt"
"data.secretGems.marina-far-end.body","new","","Everyone clusters near the entrance. Walk to the far end, toward the old fort. Fewer tourists, same views. The superyachts, the water. Order a coffee first. Sit. Let the marina settle. Then choose a restaurant. Don't rush the approach. The promenade rewards the walk. In winter the light hits the water at four.","Toți se strâng la intrare. Mergi până în capăt, spre vechiul fort. Mai puțini turiști, aceleași priveliști. Iahturile, apa. Comandă întâi o cafea. Așază-te. Lasă marina să se așeze. Apoi alege un restaurant. Nu grăbi apropierea. Promenada răsplătește plimbarea. Iarna lumina atinge apa la patru."
"data.secretGems.marina-far-end.title","new","","The far end of the marina","Capătul îndepărtat al marinei"
"data.secretGems.millomeris-platres.body","new","","Do Millomeris in the morning. Short trail. The waterfall. Finish by noon. Drive to Platres. The trout tavernas or a café by the river. It's a gentle half-day. Ideal when you don't want a full mountain push. The village knows hikers. Order the trout with almonds. The fireplace. The mountain can wait.","Fă Millomeris dimineața. Traseu scurt. Cascada. Gata până la amiază. Condu spre Platres. Tavernele cu păstrăv sau o cafenea lângă râu. O jumătate de zi blândă. Ideală când nu vrei o zi întreagă de munte. Satul îi știe pe drumeți. Comandă păstrăvul cu migdale. Șemineul. Muntele mai așteaptă."
"data.secretGems.millomeris-platres.title","new","","Millomeris, then Platres lunch","Millomeris, apoi prânz la Platres"
"data.secretGems.nissi-winter-coffee.body","new","","One of the beach cafés stays open all winter. The one with the wooden deck. Order a coffee. Sit. The rock islet, the horizon, the empty sand. In summer you'd never get a seat. December? You might be the only one. The light is different. Take it.","Una dintre cafenelele de pe plajă rămâne deschisă toată iarna. Cea cu terasa de lemn. Comandă o cafea. Așază-te. Insulița de stâncă, orizontul, nisipul gol. Vara n-ai prinde loc. În decembrie? S-ar putea să fii singurul om. Lumina e altfel. Ia-o cu tine."
"data.secretGems.nissi-winter-coffee.title","new","","Nissi in winter: the café that stays open","Nissi iarna: cafeneaua care rămâne deschisă"
"data.secretGems.omodos-blue-door.body","new","","In Omodos square, there's a kafenion with a blue door—the one the winemakers use. Order a Greek coffee. Sit. The zivania is better here than in the tourist spots. Winter mornings, the stove is lit and the village hasn't woken yet. Don't rush.","În piața din Omodos e o cafenea cu ușă albastră — cea în care intră vinificatorii. Comandă o cafea grecească. Așază-te. Zivania e aici mai bună decât în localurile turistice. În diminețile de iarnă soba e aprinsă, iar satul încă nu s-a trezit. Nu te grăbi."
"data.secretGems.omodos-blue-door.title","new","","The kafenion with the blue door","Cafeneaua cu ușa albastră"
"data.secretGems.omodos-tavernas-blue-door.body","new","","In Omodos square, there's a kafenion with a blue door—the one the winemakers use. Order a Greek coffee. Sit. The zivania is better here than in the tourist spots. Winter mornings, the stove is lit. After Tsiakkas or Artemis, Omodos is the natural lunch stop. Meze, wine, the pace of the village. Reserve weekends.","În piața din Omodos e o cafenea cu ușă albastră — cea în care intră vinificatorii. Comandă o cafea grecească. Așază-te. Zivania e aici mai bună decât în localurile turistice. În diminețile de iarnă soba e aprinsă. După Tsiakkas sau Artemis, Omodos e oprirea firească de prânz. Meze, vin, ritmul satului. În weekend rezervă."
"data.secretGems.omodos-tavernas-blue-door.title","new","","Omodos: the kafenion with the blue door","Omodos: cafeneaua cu ușa albastră"
"data.secretGems.pafos-far-cafe.body","new","","The café at the far end of the harbour, past the castle. Tuesday 3pm. You'll have the sunset to yourself. The fishing boats, the stone, the light. In summer it's packed. Winter? Empty. Order a coffee. Stay until five.","Cafeneaua din capătul portului, dincolo de castel. Marți, la trei după-amiaza. Apusul e doar al tău. Bărcile pescărești, piatra, lumina. Vara e plin. Iarna? Gol. Comandă o cafea. Rămâi până la cinci."
"data.secretGems.pafos-far-cafe.title","new","","Paphos harbour, the far café","Portul din Paphos, cafeneaua din capăt"
"data.secretGems.palaipafos-kouklia.body","new","","Aphrodite's sanctuary. Winter ruins, quieter than the main Pafos mosaics. Kouklia village wraps around the site. Stop for a coffee—the ruins are over your shoulder. Tomb of Kings and Pafos harbour are a short drive. The pace here is slower. The village doesn't expect you. That's the point.","Sanctuarul Afroditei. Ruine de iarnă, mai liniștite decât mozaicurile mari din Paphos. Satul Kouklia îmbracă situl. Oprește la o cafea — ruinele îți sunt peste umăr. Mormintele Regilor și portul sunt la un drum scurt. Ritmul aici e mai lent. Satul nu te așteaptă. Tocmai ăsta e rostul."
"data.secretGems.palaipafos-kouklia.title","new","","Palaipafos: Kouklia for coffee","Palaipafos: cafea la Kouklia"
"data.secretGems.polis-harbour-trail.body","new","","Do Adonis or Aphrodite in the morning. Finish by 1pm. Polis harbour for lunch. The tavernas serve what the boats brought in. Vasilikon winery is on the loop back. Two days if you can: hike, eat, sleep, repeat. The harbour knows hikers. Order what's fresh.","Fă Adonis sau Afrodita dimineața. Termină până la unu. Portul din Polis pentru prânz. Tavernele servesc ce au adus bărcile. Crama Vasilikon e pe bucla de întoarcere. Două zile dacă poți: drumeție, masă, somn, de la capăt. Portul îi știe pe drumeți. Comandă ce e proaspăt."
"data.secretGems.polis-harbour-trail.title","new","","Polis: the trail earns the meal","Polis: traseul câștigă masa"
"data.secretGems.pomos-pier-snorkel.body","new","","When the sea is flat, the fish shelter under the stone pier. Reef shoes, mask, winter wetsuit or thick rash vest. The harbour is working—respect the boats. Midweek morning, you might share the water with one fisherman mending nets. Post-paddle coffee at the van by the beach.","Când marea e netedă, peștii se adăpostesc sub digul de piatră. Încălțări de recif, mască, costum de iarnă sau tricou gros de înot. Portul lucrează — respectă bărcile. Într-o dimineață de peste săptămână s-ar putea să împarți apa cu un singur pescar care își cârpește plasele. Cafea după, la rulota de pe plajă."
"data.secretGems.pomos-pier-snorkel.title","new","","Pomos pier: snorkel the harbour wall","Digul din Pomos: snorkeling la zidul portului"
"data.secretGems.psilo-dendro-trout.body","new","","The one by the river. Order the trout with almonds—psaróvrasto, poached in wine and herbs. The owner knows every hiker. Do Artemis or Caledonia in the morning; finish by 1pm. Drive to Platres. The fireplace, the mountain air. It's the pairing locals do. Don't skip it.","Cea de lângă râu. Comandă păstrăvul cu migdale — psaróvrasto, fiert ușor în vin și ierburi. Patronul cunoaște fiecare drumeț. Fă Artemis sau Caledonia dimineața; termină până la unu. Condu spre Platres. Șemineul, aerul de munte. E combinația localnicilor. N-o rata."
"data.secretGems.psilo-dendro-trout.title","new","","Psilo Dendro: trout with almonds","Psilo Dendro: păstrăvul cu migdale"
"data.secretGems.rainy-nicosia.body","new","","When the mountains are wet and the coast is grey, Nicosia works. Leventis first—free, intimate. Then Cyprus Museum—nine thousand years. Then a café on Ledra Street. The buffer zone crossing if you're up for it. The old town. You can spend a full day indoors and still feel like you've seen Cyprus. The rain outside fades. The galleries hold you.","Când munții sunt uzi și coasta cenușie, Nicosia funcționează. Întâi Leventis — gratuit, intim. Apoi Muzeul Ciprului — nouă mii de ani. Apoi o cafenea pe strada Ledra. Trecerea prin zona-tampon, dacă ești pregătit. Orașul vechi. Poți petrece o zi întreagă înăuntru și tot să simți că ai văzut Ciprul. Ploaia de afară pălește. Sălile te țin."
"data.secretGems.rainy-nicosia.title","new","","Rainy day: Nicosia","Zi ploioasă: Nicosia"
"data.secretGems.santo-sunset.body","new","","Book lunch for 12–2; in winter the terrace fills at weekends. Sunset in December is around 5pm—time it right and you get the golden hour with a glass. Their Ayios Onoufrios red pairs well with meze. On a mild day you can sit outside with a blanket. Kourion and Governor's Beach are nearby for a full Limassol coast day.","Rezervă prânzul între douăsprezece și două; iarna terasa se umple în weekend. În decembrie soarele apune pe la cinci — prinzi momentul și ora de aur e a ta, cu paharul în mână. Roșul lor Ayios Onoufrios merge cu meze. Într-o zi blândă stai afară cu o pătură. Kourion și Governor's Beach sunt aproape pentru o zi întreagă pe coasta Limassolului."
"data.secretGems.santo-sunset.title","new","","Santo: time the sunset","Santo: prinde apusul"
"data.secretGems.sea-caves-afternoon.body","new","","The limestone glows amber when the sun is low. Go after 3pm in winter. The angle of the light hits the arches. Bring a wind layer—the cliffs catch the breeze. In summer it's packed. December? You might have the caves to yourself. Combine with Konnos Bay: walk the coastal path, drop down for a coffee. The light does the rest.","Calcarul capătă culoarea chihlimbarului când soarele coboară. Iarna, mergi după ora trei. Unghiul luminii cade pe arcade. Ia-ți ceva de vânt — falezele prind briza. Vara e plin. În decembrie? S-ar putea să ai peșterile doar pentru tine. Combină cu golful Konnos: mergi pe poteca de coastă, coboară la o cafea. Lumina face restul."
"data.secretGems.sea-caves-afternoon.title","new","","Sea Caves: go after 3pm","Sea Caves: după ora trei"
"data.secretGems.silikou-valley-morning.body","new","","Drive in when fog fills the Commandaria valley. Wait twenty minutes at the museum café. The terraces appear. Walk toward Doros. Savvas winery if you called ahead. Omodos can wait.","Intră când ceața umple valea Commandariei. Așteaptă douăzeci de minute la cafeneaua muzeului. Terasele se ivesc. Mergi spre Doros. Crama Savvas, dacă ai sunat înainte. Omodos mai poate aștepta."
"data.secretGems.silikou-valley-morning.title","new","","Silikou valley: fog then sun","Valea Silikou: ceață, apoi soare"
"data.secretGems.solea-valley-trout.body","new","","Kakopetria, Galata, Kalopanagiotis. Trout, meze, river settings, fireplaces. Do Mylikouri or Kampos tou Livadiou in the morning, then Kakopetria or Galata for lunch. Psaróvrasto is the classic. The valley rewards slow drives. Cosy in winter. Agios Nikolaos tis Stegis is on the loop.","Kakopetria, Galata, Kalopanagiotis. Păstrăv, meze, maluri de râu, șeminee. Dimineața Mylikouri sau Kampos tou Livadiou, apoi Kakopetria sau Galata pentru prânz. Psaróvrasto e clasicul. Valea răsplătește condusul lent. Caldă iarna. Agios Nikolaos tis Stegis e pe buclă."
"data.secretGems.solea-valley-trout.title","new","","Solea Valley: trout by the fire","Valea Solea: păstrăv lângă foc"
"data.secretGems.st-hilarion-window.body","new","","In the lower ward, there's a window that frames the sea. It's the shot. Get there early—before 10am—and you might have it to yourself. The castle climbs; the Queen's Window is worth the steps. The coast spreads out below. Kyrenia, the harbour, the horizon. Dress in layers. The wind never stops. But the window? Worth the steps.","În curtea de jos e o fereastră care înrămează marea. Aceea e imaginea. Ajungi devreme — înainte de zece — și s-ar putea s-o ai doar pentru tine. Castelul urcă; Fereastra Reginei merită treptele. Coasta se întinde jos. Kyrenia, portul, orizontul. Îmbracă-te în straturi. Vântul nu se oprește niciodată. Dar fereastra? Merită treptele."
